,name,link,image,description,level_available,x_size,y_size
99,11th Anniversary Monument,https://mysingingmonsters.fandom.com/wiki/11th_Anniversary_Monument,11th_Anniversary_Monument.png,"This commemorative decoration celebrates the eleventh year of the Monster World's renewed contact with the human world. It displays pictograms of important events and milestones from that era, hosts a stone rendering of Jam Boree's candle, and highlights the Epic Wubbox's manifestation on Gold Island at the year's end.",9,2,2
100,12th Anniversary Monument,https://mysingingmonsters.fandom.com/wiki/12th_Anniversary_Monument,12th_Anniversary_Monument.png,"This commemorative decoration celebrates the twelfth year of the Monster World's renewed contact with the human world. It displays pictograms of important events and milestones from that era, hosts a stone rendering of Jam Boree's candle, and highlights the emergence of the Ethereal Quint from the Synthesizer on Ethereal Workshop at the year's end.",9,2,2
101,13th Anniversary Monument,https://mysingingmonsters.fandom.com/wiki/13th_Anniversary_Monument,13th_Anniversary_Monument.png,"This commemorative decoration celebrates the thirteenth year of the Monster World's renewed contact with the human world. It displays pictograms of important events and milestones from that era, hosts a stone rendering of Jam Boree's candle, and highlights the new and improved Friends Menu and Profile feature that allow players to express themselves better at the year's end.",9,2,2
102,Monster Scareglowls,https://mysingingmonsters.fandom.com/wiki/Monster_Scareglowls,Monster_Scareglowls.png,"Despite their name, Scareglowls actually attract Glowls, not drive them away! The Fire Monsters will spot them from on high and swoop down to try and make conversation, only to discover that the prospective conversationalists are stuffed with hay.",9,2,2
103,Oversized Pies,https://mysingingmonsters.fandom.com/wiki/Oversized_Pies,Oversized_Pies.png,"Since it keeps frequent company with Fire Monsters, Gobbleygourd knows all sorts of exciting recipes from the era of the Dawn of Fire. Apple Tart, Pumpkin (ancestor of the contemporary Smunkin) Pie... although maybe someone went a little overboard on the portion sizes.",9,2,2
104,Carnivorous Cornucopia,https://mysingingmonsters.fandom.com/wiki/Carnivorous_Cornucopia,Carnivorous_Cornucopia.png,"What is it with Seasonal Decorations and pareidolia, seeing faces in inanimate objects? This particular object is maybe a little more animate than one would hope, so stick your hand in for a snack at your own risk.",9,2,2
105,Gobbley Inflatable,https://mysingingmonsters.fandom.com/wiki/Gobbley_Inflatable,Gobbley_Inflatable.png,"This balloon is from Fire Haven's welcome back party for Gobbleygourd, during the Seasonal Monster's first return to the island since its rediscovery. It has been specially inflated for Feast-Ember, but take care that there are no leaks anywhere... that would be embarrassing.",9,2,2
106,Makeshift Altar,https://mysingingmonsters.fandom.com/wiki/Makeshift_Altar,Makeshift_Altar.png,"This candelit [sic] altar holds drawings and keepsakes of lost loved ones. Full-scale ofrendas typically consist of 3 tiers, but the Monsters are hoping that the aroma of the cemasúchil adorning this makeshift display will be enough to draw the spirit back to the land of the livings.",9,2,2
107,Little Drummer,https://mysingingmonsters.fandom.com/wiki/Little_Drummer,Little_Drummer.png,"A small figure soundlessly mock-plays a special drum... but where's the beat? This is a reference to the heartbeat of forever, which can only be heard if your heart is open and you are listening very carefully.",9,2,2
108,Lady Calaca,https://mysingingmonsters.fandom.com/wiki/Lady_Calaca,Lady_Calaca.png,"Lady Calaca, Monsters at your feet... wonder how you manage to make ends meet! This towering statue is made of fired clay and enrobed in festive attire to celebrate the Beat Hereafter. Bone-Element Monsters have special techniques known only to them to achieve craftsMonship at this scale.",9,2,2
109,Heartstrings Stirring,https://mysingingmonsters.fandom.com/wiki/Heartstrings_Stirring,Heartstrings_Stirring.png,"A beautiful guitar too large for any Monster (except one that's been Biggified) rests gently on its stand. As the subterranean breeze blows, it passes through the papel picado and over the guitar's strings, stirring up nostalgic feelings of kinship and warmth.",9,3,3
110,Plentiful Planter,https://mysingingmonsters.fandom.com/wiki/Plentiful_Planter,Plentiful_Planter.png,"This is a miniature version of the Germination Station from Greatfruit Grove, where trees of all types were cared for and cultivated. Based on the purple and white leaves, there's currently a Polycule sapling in the planter - or it could be a Bazoom tree; honestly, it's hard to tell at this stage.",9,2,2
111,Golden Simian,https://mysingingmonsters.fandom.com/wiki/Golden_Simian,Golden_Simian.png,"In its native dimension, Greatfruit Grove was tended to by a troop of 'adorable little genius monkeys' who lived in the main tree, which they called the Monkey Mansion. These monkeys were responsible for the splicing that gave rise to so many fruit varieties, and the Golden Simian depicted on this fountain decoration was one such monkey.",9,2,2
112,Quaint Outhouse,https://mysingingmonsters.fandom.com/wiki/Quaint_Outhouse,Quaint_Outhouse.png,"All that fertilizer for the plant life of Echoes of Eco has to come from somewhere, and the Bovine Pegacorn is more than happy to oblige. Curiously, the Outhouse resembles Amber Island's Crucible - there's even a shape carved in the door of each - although their purposes vary drastically, as do the smells emanating from them.",9,2,2
113,Greatfruit Tree,https://mysingingmonsters.fandom.com/wiki/Greatfruit_Tree,Greatfruit_Tree.png,"The eponymous tree of Greatfruit Grove looks a little different depending on what dimension it's grown in, but an effort has been made to capture the spirit of the original with a carving bearing a jubilant face. The flavor of the fruit that this tree bears rivals that of any in the Monster World.",9,3,3
114,Floating Lanterns,https://mysingingmonsters.fandom.com/wiki/Floating_Lanterns,Floating_Lanterns.png,"This column of floating lanterns is decorated with imagery of fantastical creatures from other realms and clouds in the traditional xiangyun style. It's believed the lotus base emanates not only honesty, purity and beauty, but also the faint levitational powers required to keep the lanterns afloat.",9,2,2
115,Peony Wheel,https://mysingingmonsters.fandom.com/wiki/Peony_Wheel,Peony_Wheel.png,"Peonies are considered to be the king of flowers around the lunar new year, radiating wealth and good fortune. This circular 'wheel' arrangement, surrounded by vases and lucky bamboo, evokes a round window through which one might catch a glimpse of the upcoming year's success and prosperity.",9,2,2
116,Jade Lion,https://mysingingmonsters.fandom.com/wiki/Jade_Lion,Jade_Lion.png,"Just like the Leafy Sea Dragon, the 'Lion' is widely regarded as a fantasy creature, existing only in legend. The difference is that while the former is merely a speculative work of art, this jade sculpture is imbued with heavenly spirituality and resonates with a powerful blessing for all those nearby.",9,2,2
117,Magic Envelope,https://mysingingmonsters.fandom.com/wiki/Magic_Envelope,Magic_Envelope.png,"It's a tradition during Crescendo Moon to deliver red envelopes containing good luck wishes and ""money warding off old age"" (instrumental in Carillong's perpetual youth). The grandiose cutout display symbolizes a koi's journey upstream to become an auspicious dragon, the paragon of power and strength.",9,3,3
118,Fireworks Stand,https://mysingingmonsters.fandom.com/wiki/Fireworks_Stand,Fireworks_Stand.png,"Be sure to stand clear of the Fireworks Stand when it's showtime! While its flashy colours and sparkling lights may draw you in, all it takes is one lit fuse for the whole kit and caboodle to burst into an unforgettable performance of booms, bangs, and beauty. It is a beloved SkyPainting tradition to sneak surprise messages into your firework designs at special celebrations.",9,2,2
119,Kaleidoscope,https://mysingingmonsters.fandom.com/wiki/Kaleidoscope,Kaleidoscope.png,"The Kaleidoscope is not only a mesmerizing art installation, but also a reminder that every Monster looks at the world through its own lens. When all of these wondrously different perspectives combine, they create a magnificent mosaic that is much more than the sum of its parts. Many a Monster has lost track of time gazing into the Kaleidoscope's peaceful patterns.",9,3,3
120,Glowbe Guise,https://mysingingmonsters.fandom.com/wiki/Glowbe_Guise,Glowbe_Guise.png,"Did you know that Glowbes are bright in more ways than one? Within a Glowbe's big ol' globe lies a treasure trove of fun facts. This radiant Decoration honors Glowbe-kind's perpetual pursuit of the most titillating trivia they can uncover,",9,2,2
121,Prism Gate Replica,https://mysingingmonsters.fandom.com/wiki/Prism_Gate_Replica,Prism_Gate_Replica.png,"It's not a toy, it's a replica! This mint condition collector's item represents an impeccable imitation of the famed Prism Gate from Monster antiquity. This coveted piece even features a complete collection of all 6 prisment accesories. The Prism Gate's transformative qualities continue to spark the curiosity of Monsterkind to this very day.",9,2,2
122,Versegazing Telescope,https://mysingingmonsters.fandom.com/wiki/Versegazing_Telescope,Versegazing_Telescope.png,"Invented by the genius Rare Reebro, the Versegazing Telescope sees not just across distances, but dimensions! While its potential for making Island-shattering discoveries is second to none, its most common use is leisurely Tweedle-watching.",9,2,2
123,Blueprint Workshop,https://mysingingmonsters.fandom.com/wiki/Blueprint_Workshop,Blueprint_Workshop.png,"From sketch to sculpture, the Blueprint Workshop was once the birthplace of your favorite Monster species. The Colossals used all manner of tools, Bubblerite builds and Krystillium konstructs to craft Kazilleons and forge Fwogs, resulting in artisanship that was the envy of all during the Dawn of the [sic] Fire. Some craftMons even modeled their own Workshops after the original!",9,3,3
124,Teleportal,https://mysingingmonsters.fandom.com/wiki/Teleportal,Teleportal.png,"The Teleportal connects the fabled pocket dimension to the outside world. Its arrival is heralded by the appearance of a strange runic symbol seen throughout Monster antiquity. While countless semioticians have tirelessly researched its meaning, its true significance may be lost to time.",9,2,2
125,Graven Ghazt,https://mysingingmonsters.fandom.com/wiki/Graven_Ghazt,Graven_Ghazt.png,"Monsterkind has long pontificated about the creator - or creators? - behind these mysterious Graven Ghazts. A perplexing prophecy passed down through generations suggests that once the saucer of each statue is fitted with its matching orb, a passageway to another dimension will reveal itself.",9,3,3
126,Clover Contraption,https://mysingingmonsters.fandom.com/wiki/Clover_Contraption,Clover_Contraption.png,"Rather than being some kind of mechanical marvel, this 'contraption' is actually powered by magic alone; a potent spell has been cost upon it. A Cloverspell, if you will.",9,2,2
127,Pot of Enchanted Coins,https://mysingingmonsters.fandom.com/wiki/Pot_of_Enchanted_Coins,Pot_of_Enchanted_Coins.png,"At the rainbow's end, you'll occasionally find a pot like this one. Make no mistake - these are not the same Coins that are in circulation elsewhere in the Monster World. These are enchanted pieces that tantalize passersby but which dematerialize when they are removed from the pot.",9,2,2
128,Green Cupcakes,https://mysingingmonsters.fandom.com/wiki/Green_Cupcakes,Green_Cupcakes.png,"Using dye collected from verdant sources across the Monster World, these cupcakes of unusual size are the perfect color and flavor to celebrate the vernal equinox! Some have theorized that the Magical Rooba's diet consists entirely of these - but it turns out that's just moss.",9,2,2
129,Gigantic Metal Shoe,https://mysingingmonsters.fandom.com/wiki/Gigantic_Metal_Shoe,Gigantic_Metal_Shoe.png,"What size of creature could this shoe possibly accommodate? A juvenile Titan, perhaps? Touching the cool, metallic surface of the shoe confers a blessing of good luck - but only for a limited time.",9,2,2
130,Brain Teaser Tome,https://mysingingmonsters.fandom.com/wiki/Brain_Teaser_Tome,Brain_Teaser_Tome.png,"No Monster knows for certain what will transpire once the final puzzle in the Brain Teaser Tome is solved. Will the puzzler be showered in a rain of Diamonds, or stuffed with all the Cakes they can eat? Shockingly, the deep, dark truth is even more mindboggling: there is, in fact, no end to its puzzles. When one teaser is completed, a new page quietly appears.",9,2,2
131,Floating Library,https://mysingingmonsters.fandom.com/wiki/Floating_Library,Floating_Library.png,"Why settle for a boring ol' stuck-on-the-ground library when you can have a floating one? The Floating Library is the perfect hangout for airborne (or spaceborne) Monsters looking for a relaxing read. Just don't expect to find your books in the most logical sections; with tomes flying every which way, it's not the easiest library to organize.",9,3,3
132,Confounding Cryptex,https://mysingingmonsters.fandom.com/wiki/Confounding_Cryptex,Confounding_Cryptex.png,"To this day, no Monster has found the true meaning behind the complex symbols of the Confounding Cryptex - though countless have tried. It is widely believed that the solution lies within the fabled 'Dip Vinci Code', a sequence of Dipster sounds that will spring forth a special Key to unlock the Cryptex's hidden treasures... at least, in theory. The Dipsters prefer to mind their own Keys, thank you very much.",9,2,2
133,Bib'leo-Theque,https://mysingingmonsters.fandom.com/wiki/Bib%27leo-Theque,Bibleo-Theque.png,"Ooo Ay La Bib'leo-Theque? Right here! Part bookcase, part Bib'leo hangout, the Bib'leo-Theque is where restless Bib'leos go to make friends, have a nap or just snack on some chewy old bookmarks. You wouldn't know by looking at them, but Bib'leos are actually pack-oriented creatures who find comfort in company.",9,3,3
134,Helmet Rack,https://mysingingmonsters.fandom.com/wiki/Helmet_Rack,Helmet_Rack.png,"Heavy is the head that wears the helmet, and it's nice to feel the breeze on the top of one's head. The Spurrits prefer to be consistent in who wears which headgear, but that's not to say that they don't sometimes switch off - sometimes a change is as good as a rest.",9,2,2
135,Campfire,https://mysingingmonsters.fandom.com/wiki/Campfire,Campfire.png,"After a long day's work, it's nice to relax by a campfire and observe the various constellations of the Monster World. Marshmallows are a staple of the Spurrit diet, because they don't present any challenge to the Monster's toothless mouth.",9,2,2
136,Expedition Tent,https://mysingingmonsters.fandom.com/wiki/Expedition_Tent,Expedition_Tent.png,"This is the mobile command center of the Spurrits' ongoing studies of the Monster World. All of the Seasonal Monsters' gadgets and instruments are contained therein, and because they have successfully integrated into Monster society, there's no need to camouflage it. As such, the tent is a striking blue color (Spurrit's favorite).",9,3,3
137,Armillary Sphere,https://mysingingmonsters.fandom.com/wiki/Armillary_Sphere,Armillary_Sphere.png,"Finally, a working model of the toroidal Monster World has been created! The moon's orbit passing through the center of the torus is achieved with the help of the various compages that encircle the planet, and the last recorded position of each of the islands of the main dimension has been illustrated in detail. A scientific achievement of epic proportions.",9,3,3
138,"Thumpies Totem, Too","https://mysingingmonsters.fandom.com/wiki/Thumpies_Totem,_Too","Thumpies_Totem,_Too.png","The magic of the trees that connects the realm of Thingia with the Thumpieverse is also at the root of their shared relationship with the Monster World. That's how we end up with artifacts like this other Thumpies Totem, which tumbled across dimensions to arrive here. While prior incarnations featured other Thumpies, this one celebrates iziT, TawooO, and Anyanka.",10,2,2
139,Hammock,https://mysingingmonsters.fandom.com/wiki/Hammock,Hammock.png,"Don't be fooled - this Decoration won't add an extra Bed to your Island - that's the job of Castles and Hotels. Still, it's perfect for a lazy snooze.",10,2,2
140,Star Rocks,https://mysingingmonsters.fandom.com/wiki/Star_Rocks,Star_Rocks.png,"There was some controversy as to what these floating relics should be called. One of the suggestions that was 'floated' around was Rockstars, since they positively radiate Starpower energy. However, Shugabush of Plant Island tells us that means something different where it comes from, so the Monsters went with Star Rocks instead.",12,2,2
141,Bingo Bango Bongos,https://mysingingmonsters.fandom.com/wiki/Bingo_Bango_Bongos,Bingo_Bango_Bongos.png,"Combine a tropical parasol with some stout drums, and bingo bango bongo, you've got Bingo Bango Bongos.",7,2,2
142,Smunkit,https://mysingingmonsters.fandom.com/wiki/Smunkit,Smunkit.png,"A Smunkit, The abbreviated form of a Smunkin-drumkit, is the result of raising Smunkins to enormous size and then capitalizing on their percussive potential.",11,2,2
143,Freed Thing,https://mysingingmonsters.fandom.com/wiki/Freed_Thing,Freed_Thing.png,"Through the combined efforts and resourcefulness of the singing monsters, one of the Ambered Things has been set loose! Flutter relates that the realm of Thingia, from which it originates, is in fact older than the Monster World, but that it was equally affected by the same events that trapped Kayna, because of the binding magic of the trees. Whatever that means.",14,2,2
144,Striking Bulbs,https://mysingingmonsters.fandom.com/wiki/Striking_Bulbs,Striking_Bulbs.png,"Sure, the name 'Striking Bulbs' could refer to the fact that they're pretty to look at, but those in the know insist it's a reference to their propensity for striking conga drums.",25,2,2
145,Mount Knottshurr,https://mysingingmonsters.fandom.com/wiki/Mount_Knottshurr,Mount_Knottshurr.png,"Fashioned in the likeness of the mythical Mountain Morsel, Mount Knottshurr is made up of Bubblerite shavings held together with slobber paste. Despite its artificial origin, it seems to have taken on a life of its own. What else could you expect in the magical Monster World?",16,2,2
146,Innertuba,https://mysingingmonsters.fandom.com/wiki/Innertuba,Innertuba.png,"The Innertuba's tread-like texture suggests it may have one time been part of a wheel, but we're quite pleased with the new form it's taken.",20,2,2
147,Elmenco Stump,https://mysingingmonsters.fandom.com/wiki/Elmenco_Stump,Elmenco_Stump.png,"The Elmenco Tree grows to a short height, then part of the trunk falls away to reveal a beautiful guitar-shaped carving on the inside.  It inspires dancing of great emotional intensity for all who pluck its strings.",13,2,2
148,Swurlee Tree,https://mysingingmonsters.fandom.com/wiki/Swurlee_Tree,Swurlee_Tree.png,"The Swurlee Tree's great drooping palms resemble candy swirls. The nuts it drops are rumored to be delicious, but they always dissolve before they hit the ground, so no one's ever sampled them.",17,3,3
149,Sweetstreamz Tree,https://mysingingmonsters.fandom.com/wiki/Sweetstreamz_Tree,Sweetstreamz_Tree.png,"Sweetstreamz are made of this: fluffy floating foliage, stupendous streamers of the softest blue, and gleaming stars that dangle and twinkle. Who are we to disagree?",23,3,3
150,PU System,https://mysingingmonsters.fandom.com/wiki/PU_System,PU_System.png,"Contrary to the traditional PA System, the PU System dispenses odors instead of messages. The inventors claim that there's a huge market for scent-tech... But we're a little apprehensive.",26,1,1
151,Spatial Sapling,https://mysingingmonsters.fandom.com/wiki/Spatial_Sapling,Spatial_Sapling.png,"This is what happens when pollen from outer Space germinates in Natural soil. There's speculation that the giant glowing pod is actually an egg sack, but no one is brave enough to poke it.",21,2,2
152,Boss Monument,https://mysingingmonsters.fandom.com/wiki/Boss_Monument,Boss_Monument.png,"This superb statue celebrates the five Quad-element Monsters that call the Natural Islands home. Nicknamed 'The Bosses', these dynamic figures serve as role models to the other monsters, and epitomize the cooperative power of harmony.",18,3,3
153,Ockulo Tree,https://mysingingmonsters.fandom.com/wiki/Ockulo_Tree,Ockulo_Tree.png,"This type of tree springs into existence after a Riff has molted and the feathers interlace with local root networks.  Sometimes when it sways in the breeze, it makes a faint guitar shredding sound, prompting Monsters to comment: ""Ockulo's Riffed.""",13,2,2
154,The Thunker,https://mysingingmonsters.fandom.com/wiki/The_Thunker,The_Thunker.png,"Ahh, nothing like fine art! The Thunker depicts a Monster engaged in Thunking, the act of thinking Thunks, profound thinks that are never spoken aloud. And it even has a pecking bird in the ancient ""Art Monstreau"" style - divine!",30,1,1
155,Cold Globe,https://mysingingmonsters.fandom.com/wiki/Cold_Globe,Cold_Globe.png,"Why does everyone insist on calling this decoration a Snow Globe? It’s not like the element is called Snow, it’s called Cold. We’re very insistent on this point.",16,3,3
156,Givutawai Tree,https://mysingingmonsters.fandom.com/wiki/Givutawai_Tree,Givutawai_Tree.png,"Givutawai, givutawai, givutawai now!  This Tree is often the brunt of bogus givaways and suspicious scams... e.g. ""You're the one millionth visitor to this Island!  Claim prize now!""  But all it really wants is to share its tiny trinkets, which are a bit more offbeat than their bright packaging might suggest.",9,2,2
157,BUM-ble Beginnings,https://mysingingmonsters.fandom.com/wiki/BUM-ble_Beginnings,BUM-ble_Beginnings.png,,,1,1
158,Power Plants,https://mysingingmonsters.fandom.com/wiki/Power_Plants,Power_Plants.png,,,1,1
159,Cool Customers,https://mysingingmonsters.fandom.com/wiki/Cool_Customers,Cool_Customers.png,,,1,1
160,All Float On,https://mysingingmonsters.fandom.com/wiki/All_Float_On,All_Float_On.png,,,1,1
161,Off the Deep End,https://mysingingmonsters.fandom.com/wiki/Off_the_Deep_End,Off_the_Deep_End.png,,,1,1
162,Hard Rock Heavyweights,https://mysingingmonsters.fandom.com/wiki/Hard_Rock_Heavyweights,Hard_Rock_Heavyweights.png,,,1,1
163,Single File,https://mysingingmonsters.fandom.com/wiki/Single_File,Single_File.png,,,1,1
164,Double Standards,https://mysingingmonsters.fandom.com/wiki/Double_Standards,Double_Standards.png,,,1,1
165,Worth the Treble,https://mysingingmonsters.fandom.com/wiki/Worth_the_Treble,Worth_the_Treble.png,,,1,1
166,Like a Boss,https://mysingingmonsters.fandom.com/wiki/Like_a_Boss,Like_a_Boss.png,,,1,1
167,From Frond to Forest,https://mysingingmonsters.fandom.com/wiki/From_Frond_to_Forest,From_Frond_to_Forest.png,,,1,1
168,From Shiver to Blizzard,https://mysingingmonsters.fandom.com/wiki/From_Shiver_to_Blizzard,From_Shiver_to_Blizzard.png,,,1,1
169,From Breeze to Bluster,https://mysingingmonsters.fandom.com/wiki/From_Breeze_to_Bluster,From_Breeze_to_Bluster.png,,,1,1
170,From Drop to Deluge,https://mysingingmonsters.fandom.com/wiki/From_Drop_to_Deluge,From_Drop_to_Deluge.png,,,1,1
171,From Pebble to Mountain,https://mysingingmonsters.fandom.com/wiki/From_Pebble_to_Mountain,From_Pebble_to_Mountain.png,,,1,1
172,It's Only Natural,https://mysingingmonsters.fandom.com/wiki/It%27s_Only_Natural,Its_Only_Natural.png,,,1,1
173,Ghost in the Greenery,https://mysingingmonsters.fandom.com/wiki/Ghost_in_the_Greenery,Ghost_in_the_Greenery.png,,,1,1
174,Bat on the 'Bergs,https://mysingingmonsters.fandom.com/wiki/Bat_on_the_%27Bergs,Bat_on_the_Bergs.png,,,1,1
175,Machine from the Mists,https://mysingingmonsters.fandom.com/wiki/Machine_from_the_Mists,Machine_from_the_Mists.png,,,1,1
176,Jewel amid the Jetsam,https://mysingingmonsters.fandom.com/wiki/Jewel_amid_the_Jetsam,Jewel_amid_the_Jetsam.png,,,1,1
177,Wasp of the Wasteland,https://mysingingmonsters.fandom.com/wiki/Wasp_of_the_Wasteland,Wasp_of_the_Wasteland.png,,,1,1
178,Crossing the Streams,https://mysingingmonsters.fandom.com/wiki/Crossing_the_Streams,Crossing_the_Streams.png,,,1,1
179,Empire Business,https://mysingingmonsters.fandom.com/wiki/Empire_Business,Empire_Business.png,,,1,1
180,Axis of Ether,https://mysingingmonsters.fandom.com/wiki/Axis_of_Ether,Axis_of_Ether.png,,,1,1
181,True or Falsetto,https://mysingingmonsters.fandom.com/wiki/True_or_Falsetto,True_or_Falsetto.png,,,1,1
182,I'm Levitating,https://mysingingmonsters.fandom.com/wiki/I%27m_Levitating,Im_Levitating.png,,,1,1
183,Good Alto-tude,https://mysingingmonsters.fandom.com/wiki/Good_Alto-tude,Good_Alto-tude.png,,,1,1
184,String 'em Along,https://mysingingmonsters.fandom.com/wiki/String_%27em_Along,String_em_Along.png,,,1,1
185,Herptile Heroes Trophy,https://mysingingmonsters.fandom.com/wiki/Herptile_Heroes_Trophy,Herptile_Heroes_Trophy.png,,,1,1
186,A Mighty Wind,https://mysingingmonsters.fandom.com/wiki/A_Mighty_Wind,A_Mighty_Wind.png,,,1,1
187,Sedimentalists,https://mysingingmonsters.fandom.com/wiki/Sedimentalists,Sedimentalists.png,,,1,1
188,Insect Impresarios,https://mysingingmonsters.fandom.com/wiki/Insect_Impresarios,Insect_Impresarios.png,,,1,1
189,Upper Register,https://mysingingmonsters.fandom.com/wiki/Upper_Register,Upper_Register.png,,,1,1
190,"Keys, Please","https://mysingingmonsters.fandom.com/wiki/Keys,_Please","Keys,_Please.png",,,1,1
191,Robot Rock Trophy,https://mysingingmonsters.fandom.com/wiki/Robot_Rock_Trophy,Robot_Rock_Trophy.png,,,1,1
192,Rhythm Section,https://mysingingmonsters.fandom.com/wiki/Rhythm_Section,Rhythm_Section.png,,,1,1
193,The Bottom End,https://mysingingmonsters.fandom.com/wiki/The_Bottom_End,The_Bottom_End.png,,,1,1
194,Quadrupedantic Trophy,https://mysingingmonsters.fandom.com/wiki/Quadrupedantic_Trophy,Quadrupedantic_Trophy.png,,,1,1
195,Avian Artists,https://mysingingmonsters.fandom.com/wiki/Avian_Artists,Avian_Artists.png,,,1,1
196,Mammalian Maestros,https://mysingingmonsters.fandom.com/wiki/Mammalian_Maestros,Mammalian_Maestros.png,,,1,1
197,Drum Circle,https://mysingingmonsters.fandom.com/wiki/Drum_Circle,Drum_Circle.png,,,1,1
198,Tenacious Key,https://mysingingmonsters.fandom.com/wiki/Tenacious_Key,Tenacious_Key.png,,,1,1
199,Marine Melodists,https://mysingingmonsters.fandom.com/wiki/Marine_Melodists,Marine_Melodists.png,,,1,1
200,Vegetal Virtuosos,https://mysingingmonsters.fandom.com/wiki/Vegetal_Virtuosos,Vegetal_Virtuosos.png,,,1,1
201,Trick-or-Treat,https://mysingingmonsters.fandom.com/wiki/Trick-or-Treat,Trick-or-Treat.png,,,1,1
202,Days of Yay,https://mysingingmonsters.fandom.com/wiki/Days_of_Yay,Days_of_Yay.png,,,1,1
203,All's Fair in Love and Song,https://mysingingmonsters.fandom.com/wiki/All%27s_Fair_in_Love_and_Song,Alls_Fair_in_Love_and_Song.png,,,1,1
204,Hunting High and Low,https://mysingingmonsters.fandom.com/wiki/Hunting_High_and_Low,Hunting_High_and_Low.png,,,1,1
205,Fun in the Sun,https://mysingingmonsters.fandom.com/wiki/Fun_in_the_Sun,Fun_in_the_Sun.png,,,1,1
206,Grennitch's Gambit,https://mysingingmonsters.fandom.com/wiki/Grennitch%27s_Gambit,Grennitchs_Gambit.png,"This is the Trophy that celebrates your victory in the Grennitch's Gambit Quest! Grennitch 'roots' for all Monsters brave enough to represent Plant Island on the Colossingum... but is especially proud of its Champions: Potbelly, Entbrat, Punkleton, and Ghazt.",,,
207,Frigil's Feat,https://mysingingmonsters.fandom.com/wiki/Frigil%27s_Feat,Frigils_Feat.png,"This is the Trophy that celebrates your victory in the Frigil's Feat Quest! Frigil considers all Monsters brave enough to represent Cold Island on the Colossingum to be pretty 'cool'... but is especially proud of its Champions: Mammott, Deedge, Yool, and Grumpyre.",,,
208,Zeffree's Zenith,https://mysingingmonsters.fandom.com/wiki/Zeffree%27s_Zenith,Zeffrees_Zenith.png,"This is the Trophy that celebrates your victory in the Zeffree's Zenith Quest! Zeffree thinks 'highly' of all Monsters brave enough to represent Air Island on the Colossingum... but is especially proud of its Champions: Tweedle, Riff, Schmoochle, and Reebro.",,,
209,Hyddryd's Hurdle,https://mysingingmonsters.fandom.com/wiki/Hyddryd%27s_Hurdle,Hyddryds_Hurdle.png,"This is the Trophy that celebrates your victory in the Hyddryd's Hurdle Quest! Hyddryd knows that all Monsters brave enough to represent Water Island on the Colossingum are 'making waves'... but is especially proud of its Champions: Toe Jammer, Shellbeat, Blabbit, and Jeeode.",,,
210,Sollum's Stratagem,https://mysingingmonsters.fandom.com/wiki/Sollum%27s_Stratagem,Sollums_Stratagem.png,"This is the Trophy that celebrates your victory in the Sollum's Stratagem Quest! Sollum supports all Monsters brave enough to represent Earth Island on the Colossingum... but is especially proud of its Champions: Noggin, Quarrister, Hoola, and Humbug.",,,
211,Bronze Champion's Crown,https://mysingingmonsters.fandom.com/wiki/Bronze_Champion%27s_Crown,Bronze_Champions_Crown.png,,10,2,2
212,Silver Champion's Crown,https://mysingingmonsters.fandom.com/wiki/Silver_Champion%27s_Crown,Silver_Champions_Crown.png,,10,2,2
213,Gold Champion's Crown,https://mysingingmonsters.fandom.com/wiki/Gold_Champion%27s_Crown,Gold_Champions_Crown.png,,10,2,2
214,Log Drum,https://mysingingmonsters.fandom.com/wiki/Log_Drum,Log_Drum.png,It doesn't take long for a resourceful Monster to grab what's nearby and turn it into an instrument! The Log Drum is a perfect example of this.,2,2,2
215,Spurrit of Adventure Model,https://mysingingmonsters.fandom.com/wiki/Spurrit_of_Adventure_Model,Spurrit_of_Adventure_Model.png,"After dismantling the Spurrit of Adventure sailboat to aid in the construction of the Mess Hall, Mammott, Toe Jammer and Noggin sought to preserve the memory of the faithful little vessel that bore them safely to the Colossingum. This little model does exactly that!",3,2,2
216,Twihorn,https://mysingingmonsters.fandom.com/wiki/Twihorn,Twihorn.png,"Who needs a unicorn when you could have a twihorn? Distantly related to pitcher plants, this is more of a pitchy plant. Keep practicing.",5,1,1
217,Costume Rack,https://mysingingmonsters.fandom.com/wiki/Costume_Rack,Costume_Rack.png,"When the Monsters first arrived on The Colossingum, they discovered a tickle trunk's worth of Costumes to don for their musical competitions. Although they are typically stored inside the Mess Hall, this on-the-go Costume Rack makes quick changes a breeze!",7,3,3
218,Craft Services Table,https://mysingingmonsters.fandom.com/wiki/Craft_Services_Table,Craft_Services_Table.png,"Even though Monsters are focused on training their musical abilities on the Colossingum, it's nice to take a breather and enjoy some refreshments. Watch your fingers, though.",9,3,3
219,Tamborine Trampoline,https://mysingingmonsters.fandom.com/wiki/Tamborine_Trampoline,Tamborine_Trampoline.png,"Jumping on a Tamborine Trampoline is a great way to spend the afternoon, but if you're looking for a noiseless activity, this ain't it.",10,3,3
220,Critter Fountain,https://mysingingmonsters.fandom.com/wiki/Critter_Fountain,Critter_Fountain.png,"This fountain was created to exalt the adorably fierce critter of the Colossingum, who bounces among the columns and vaulted chambers to stay in 'fighting' shape.",13,2,2
